"tp_licitacao","vl_total_contrato","n_licitacoes_part","n_licitacoes_venceu","montante_lic_venceu","perc_vitoria","media_n_licitacoes_part","media_n_licitacoes_venceu","n_propostas","media_n_propostas","total_ganho","status_tramita","razao_contrato_por_vl_recebido","media_num_contratos","num_contratos"
"11",1650200,10,7,109468080.8,0.583333333333333,5,3,10,5,9787212.8,"0",0.144280881424512,2,2
"11",729500,2,6,1098199.85,1,2,2,2,2,909400,"0",0.445115626334737,1,1
"11",12592.4593266333,3.33798806997947,2.67039045598358,0,0.445065075997263,0.667597613995895,0.667597613995895,2.00279284198768,0.667597613995895,32052.9297746136,"1",0.301220935158526,0.667597613995895,2.00279284198768
"11",220800,4,3,508200,0.75,1.33333333333333,2,2,2,480000,"0",0.315068493150685,1,1
"8",183168,0,0,0,0,0,0,0,0,183168,"0",0.5,0,0
"11",10800,2,2,260400,0.666666666666667,1,1,2,1,18000,"0",0.375,0,0
"8",4600,113,64,0,0.376470588235294,18.8333333333333,16.2,82,20.5,1788543.94,"0",0.00256532668537474,7,7
"8",184119.527407921,9.830400447594,7.11335415602662,9901.81728899479,0.877510208167044,3.03778471867554,2.17738672634587,7.79261572891846,3.11325822677463,1428631.06125917,"1",0.411552938638265,1.35852314578369,1.35852314578369
"8",20269.2483484745,16.1990518718958,6.2111034989357,7241.48960113525,0.710494250059128,2.79907144606113,2.30277587473392,9.68517249822617,2.38962759971619,264192.317961156,"1",0.303825744239439,1.5922816246748,4.77684487402439
"11",55845,3,5,0,0.833333333333333,1.5,1.66666666666667,3,1.5,9784875,"0",0.0056748896422213,0,0
"2",25483.4584747441,3.51705641881563,3.87663590721786,13833.0830505118,0.830786123104832,2.0787384652067,1.83901880627188,3.51705641881563,2.0787384652067,183468.302499149,"1",0.343318744025305,0.359579488402233,0.359579488402233
"11",13942.7209947724,1,1,589454.111807606,1,1,1,1,1,13942.7209947724,"1",0.5,0,0
"8",42600,62,20,0,0.571428571428571,7.75,12.4,60,8.57142857142857,2620240,"0",0.0159979570683931,10.8,54
"11",78000,3,5,0,1,3,2.5,3,3,489000,"0",0.137566137566138,2.5,5
"1",474928.544828219,13.4803442610428,12.5816546436399,2955000.69774357,0.662192349665259,6.74017213052139,4.19388488121331,13.4803442610428,6.74017213052139,2385237.89881673,"1",0.199498757007461,7.18951693922281,7.18951693922281
"8",185700.061737209,17.3432656142395,9.47428587405011,5052.08148658276,0.633630497926405,2.81591840158217,2.57379594803788,11.895510409493,2.69485717481002,2100037.95992588,"1",0.245398305700474,1.51326533465181,3.02653066930361
"3",7600,118,8,247021.48,0.0645161290322581,23.6,3,30,10,50112.88,"0",0.131686375727567,2,2
"3",72425.6792800501,1.62669863551855,2.03337329439819,214041.006461531,0.406674658879638,0.813349317759275,0.67779109813273,1.62669863551855,0.813349317759275,226441.506090946,"1",0.385731372558392,0.813349317759275,0.813349317759275
"10",3999.99,141,102,0,0.653846153846154,23.5,21,138,23,7843820.49,"0",0.000509694380776661,20.4,102
"11",7632,0,0,0,0,0,0,0,0,7632,"0",0.5,0,0
"3",37015.6576413007,7.92684083711356,2.24327912461013,826025.109359337,0.860791140487669,2.59850173164159,1.7992508658208,7.0387843195349,2.89452057083448,649394.998176521,"1",0.416447798329002,0.888056517578661,1.77611303515732
"8",679619.689486905,42.9749400066212,6.59665866754949,3209055.91589269,0.19781225765124,7.21850963061055,1.93277644459158,35.5127284498885,8.92859977902845,3209053.67722923,"1",0.196497902136553,1.86555288918316,1.86555288918316
"11",138000,13,6,1490740,0.4,3.25,3.5,11,3.66666666666667,1490790,"0",0.0847254710552005,2,4
"13",21000,3,4,0,1,1,1,3,1,116859,"0",0.152329554109634,1,3
"7",4200,2,2,7350,1,1,1,2,1,7350,"0",0.363636363636364,1,1
"11",301013.88,826,399,0,0.371508379888268,137.666666666667,149,578,144.5,324380250.8,"0",0.000927105788800822,59,177
"11",18204.48,9,5,0,0.416666666666667,1.5,1,5,1.25,93695.24,"0",0.162685661769306,1,2
"2",36000,5,2,209400,0.5,1.25,1.5,4,1.33333333333333,84000,"0",0.3,2,2
"11",17170.8407899365,230.469141471665,130.44413108658,2041.0072863102,0.485165387723828,38.5444016571467,41.1781134151854,135.487408921123,33.9914425009629,6780626.69006377,"1",0.0815987720832769,12.6081945863552,25.2163891727105
"8",14262.4450680018,13.4822342931293,4.17943773372099,0,0.847057001142387,2.61335001067658,2.95102737471461,11.8971886686049,2.65108919221287,344711.983926624,"1",0.0900760247180094,1.65108919221287,4.95326757663861
"11",10333.55,50,102,0,0.803149606299213,16.6666666666667,21,50,16.6666666666667,7843820.49,"0",0.00131567956871903,12,24
"10",82750,43,38,0,0.644067796610169,10.75,8.4,39,9.75,10397836.4,"0",0.00789555057720816,11,33
"11",1774.5,273,112,0,0.366013071895425,54.6,40.25,159,39.75,7622934.49,"0",0.00023273019368048,27,81
"11",2151.9,2,1,118216.15,0.5,2,1,2,2,2151.9,"0",0.5,0,0
"11",510300,9,2,1246752,0.222222222222222,2.25,2,5,2.5,945552,"1",0.350516398644917,1,1
"7",7000,2,9,236700,0.9,1,2.25,2,1,173700,"0",0.0387382401770891,1,1
"1",361369.093310678,6.50639660283923,2.21808975096792,0,0.0443617950193584,1.30127932056785,0.55452243774198,5.47128805238754,1.36782201309688,2314718.66367932,"1",0.445303846464795,1.33085385058075,1.33085385058075
"8",43200,2,3,0,1,1,1.33333333333333,2,1,257184,"0",0.143815915627996,1,2
"8",183360,2,2,366720,1,2,2,2,2,366720,"0",0.333333333333333,0,0
"8",129370.419199497,6.30223095649853,4.04689790704288,807466.191549843,0.569639372524402,3.03200968258482,1.36181946946308,6.26054392801598,3.03300223088202,815569.10771114,"1",0.1372964047328,1.03821310944234,2.11985020688735
"11",21175,3,5,1092525,1,1,1,3,1,102020,"0",0.171881975729534,1,2
"8",110000,9,18,0,1,2.25,4.6,9,2.25,1731250,"0",0.0597420230821453,3,9
"2",378920.17,80,6,3720850.23,0.072289156626506,16,6,13,4.33333333333333,3707304.11,"0",0.09273112390199,2,2
"11",13869.8186865076,1.10916517209262,1.10916517209262,16515.9933745499,0.986354353488423,1.02729129302315,1.02729129302315,1.10916517209262,1.02729129302315,16515.9824580327,"1",0.488320251714667,0.109165172092617,0.109165172092617
"11",13775.866214931,0.151420682668686,0.151420682668686,1938.18473815918,0.151420682668686,0.151420682668686,0.151420682668686,0.151420682668686,0.151420682668686,13775.866214931,"1",0.5,0,0
"8",60000,75,13,0,0.173333333333333,10.7142857142857,2.8,23,3.83333333333333,846000,"0",0.0662251655629139,2.6,13
"11",25402.7,2,2,36200,1,1,1,2,1,60402.7,"0",0.296050132042972,1,1
"8",8000,46,47,0,0.540229885057471,7.66666666666667,12,40,10,2412184,"0",0.00330553379412474,3,6
"10",750,82,49,0,0.556818181818182,13.6666666666667,10.2,73,18.25,6148016.17,"0",0.000121975690612414,12,48
"11",13318.7490130542,0,0,0,0,0,0,0,0,13318.7490130542,"1",0.5,0,0
"11",41497,70,46,0,0.647887323943662,11.6666666666667,9.8,69,11.5,5263241.8,"0",0.00782262832620524,9.6,48
"3",13567.233756925,14.419551895,1.2723134025,0,0.0363518115000001,2.40325864916667,0.636156701250002,10.6026116875,2.65065292187501,56947.6074240976,"1",0.301928764064523,0.424104467500001,0.848208935000002
"11",23522.56194246,3.15574968140572,3.15574968140572,0,0.45082138305796,1.05191656046857,0.788937420351431,0.788937420351431,0.788937420351431,81667.2498223605,"1",0.264977009377929,0.788937420351431,0.788937420351431
"7",27000,0,0,0,0,0,0,0,0,27000,"0",0.5,0,0
"12",147907.9,675,95,0,0.128205128205128,112.5,25.4,162,40.5,27486807.93,"0",0.00535224971770589,13.5,27
"11",19500,51,42,0,0.518518518518518,8.5,8.8,42,10.5,2342490,"0",0.0082557504477157,4,12
"11",49200,0,0,0,0,0,0,0,0,92800,"0",0.346478873239437,0,0
"11",20582.7760407003,0,0,0,0,0,0,0,0,20582.7760407003,"1",0.5,0,0
"2",33049.6957304887,3.56336471578106,6.12672943156213,3143.77404637635,1,1.85445490526035,2.28168235789053,3.56336471578106,1.85445490526035,355520.976975746,"1",0.139616359806373,2.13613726315089,4.27227452630177
"11",21500,3,5,0,1,1,1.25,3,1,82100,"0",0.207528957528958,1.5,3
"11",5000,4,5,930861,0.833333333333333,1.33333333333333,1.25,4,1.33333333333333,930861,"0",0.00534267375176442,1,2
"11",52993.8767523319,8.71879616403021,14.3324661015067,3818.12810003757,0.799511787947267,4.50854371092282,3.38580972342752,8.71879616403021,4.50854371092282,1513955.40754955,"1",0.171275279664751,2.10512622655369,2.10512622655369
"12",961348.2,11,35,34565428.05,0.945945945945946,5.5,18.6666666666667,11,5.5,22990143.03,"0",0.0401373004615212,5,10
"8",122142.816772033,58.9363685226999,12.1962489718571,0,0.290114114453134,8.48837416279795,6.37401195508428,51.5793693452142,8.66354080988094,1620172.15211696,"1",0.0517771093237853,7.74391591269523,23.0709975324571
"11",13000,34,22,0,0.468085106382979,4.85714285714286,5,16,3.2,1123121.36,"0",0.011442439564731,4.66666666666667,14
"3",14434.7399946069,0.910600000759587,0.910600000759587,321806.040268438,0.910600000759587,0.910600000759587,0.910600000759587,0.910600000759587,0.910600000759587,14434.7399946069,"1",0.5,0,0
"8",66668.8,1,1,0,1,1,1,1,1,133337.6,"0",0.333333333333333,0,0
"11",66296.6,1327,270,0,0.259365994236311,147.444444444444,127,938,134,39000952.41,"0",0.00169698664943186,120,600
"11",46582,0,0,0,0,0,0,0,0,148005,"0",0.239389065045455,0,0
"11",17400,12,1,337698,0.0833333333333333,3,1,3,1.5,17400,"0",0.5,0,0
"11",82617.15,4,1,1614382.62,0.25,2,2,4,2,134425.85,"0",0.380648765452007,0,0
"2",266430,4,11,5883597.7,1,4,5.5,4,4,5880944.45,"0",0.0433404540697858,2,2
"11",25000,4,4,0,0.571428571428571,1.33333333333333,1,1,1,98700,"1",0.202101859337106,1,1
"2",17804.8636990227,1.62613584147766,2.43920376221649,410795.265603366,0.609800940554123,0.813067920738831,1.21960188110825,1.62613584147766,0.813067920738831,46587.4680931773,"1",0.297076957176011,0.813067920738831,0.813067920738831
"12",100191,2,2,151571,1,1,1,2,1,151571,"0",0.397959183673469,1,1
"11",78144,0,0,0,0,0,0,0,0,78144,"0",0.5,0,0
"11",578282.5,8,10,0,0.666666666666667,2.66666666666667,4.33333333333333,4,2,2866274,"0",0.167883006128655,2,2
"11",47042,186,192,0,0.82051282051282,37.2,56.2,185,37,20611033.5,"0",0.00227717243070392,40.25,161
"11",183000,165,20,11519803.72,0.116279069767442,23.5714285714286,4,31,6.2,8531269.52,"0",0.0210000390256463,3.5,14
"11",25950.4,791,129,0,0.147766323024055,131.833333333333,33.4,211,52.75,4918695.06,"0",0.00524818214165753,18,54
"2",207219.311101984,1.38247481430881,6.3546474003233,1606588.16802011,1,1.38247481430881,2.14742444292642,1.38247481430881,1.38247481430881,1606588.16802011,"1",0.350256213434493,0.764949628617615,0.764949628617615
"11",10800,4,5,0,1,1,1,4,1,61800,"0",0.148760330578512,1,4
"8",52868.8446337357,3.53353589610197,3.14376114285551,10305.4415792227,0.922045049350709,1.48721844155807,1.4287522285711,3.53353589610197,1.48721844155807,12623884.1863384,"1",0.403211730208862,0.389774753246456,1.16932425973937
"2",364974.32986885,20.1165239724796,10.1759315067902,3972463.5551876,0.578118091641829,5.20563527394552,3.29398287669756,19.3518630135804,5.01447003422072,3961416.18480339,"1",0.181427706085123,2.29398287669756,6.88194863009267
"7",10350,1,1,10350,1,1,1,1,1,10350,"0",0.5,0,0
"8",717232.967698385,55.0480041087139,14.2138299513608,5633188.3155422,0.332000314294624,8.13494477253075,6.79241356280399,48.2618340600748,8.2965202498793,7242499.76812257,"1",0.042141319106918,7.37238462183935,21.5102388898376
"8",182088,4,8,0,1,2,2.2,4,2,991667.28,"0",0.155132848475876,3,6
"8",20000,20,19,0,0.95,6.66666666666667,8,20,6.66666666666667,442000,"0",0.0432900432900433,9.5,19
"8",39271.0968375206,7.69359728693962,9.70167647302151,7141.82986021042,0.776880090435346,1.55779977391163,3.00807918608189,5.68551810085773,1.40161583721638,353937.105296552,"1",0.222075597545459,2.23119909564654,6.69359728693962
"11",62662,1040,399,0,0.361085972850679,130,149,792,132,324380250.8,"0",0.000193137213136252,111.75,447
"11",37140,35,32,0,0.507936507936508,7,7,21,7,2905664,"0",0.0126206162557887,4,4
"2",497108.51,34,15,0,0.340909090909091,8.5,6,31,10.3333333333333,5820279.24,"1",0.0786889343621499,2,2
"11",36864.639138151,0.308487381087616,0.308487381087616,3948.63847792149,0.308487381087616,0.308487381087616,0.308487381087616,0.308487381087616,0.308487381087616,36864.639138151,"1",0.5,0,0
"8",44302.4391484447,35.6516907778569,7.65126241091639,49118.5270280726,0.239799863133955,5.72348561269298,3.96516907778569,28.7214382956736,5.67836264745953,772389.831925571,"1",0.174043894976467,4.41092576800535,12.1630297861993
"11",255683.421838656,0.575449563330039,0.345269737998024,0,0.0575449563330039,0.14386239083251,0.115089912666008,0.460359650664032,0.153453216888011,585033.969152682,"1",0.476419311829527,0.115089912666008,0.230179825332016
"8",90541.8865209667,31.7449792101979,10.8007940370589,1744718.97497547,0.354106540566212,4.53499703002827,3.42788419015706,22.2788419015706,3.95749653503299,1978824.15563951,"1",0.0428205778503872,3.44620897124211,10.3386269137263
"8",5000,51,54,0,0.857142857142857,12.75,12.4,51,12.75,1386080,"0",0.00359432958564569,9.4,47
"3",39702.4355246976,191.785520039266,42.0166156976484,0,0.153907017207503,31.9642533398777,21.0083078488242,134.859782642452,33.714945660613,37521215.4661961,"1",0.161751324481133,12.3677941368078,49.4711765472312
"11",22096.94,7,9,6831086.43,1,7,5.5,7,7,5068190.5,"0",0.00434100043670618,7,7
"8",54000,124,12,0,0.0923076923076923,24.8,5.6,20,6.66666666666667,1524500,"0",0.0342096927462781,6,6
"10",13760,61,32,11815228.15,0.463768115942029,8.71428571428571,6.6,46,9.2,7776468.59,"0",0.00176631530654481,7.66666666666667,23
"11",30300,2,3,748727.5,1,2,1.5,2,2,63285,"0",0.323769834909441,2,2
"11",561220,23,17,0,0.515151515151515,3.83333333333333,5,16,4,8516601,"0",0.0618232062518087,3,6
"8",39724.9380907277,17.0600114627741,5.42903410689905,0,0.812495612800775,2.97792777276066,2.40883978200145,15.1167841772549,3.02419508908254,452894.494941295,"1",0.210299807590938,2.78129167839264,7.58677844586782
"2",25260.7999205589,1.1635897308588,0.465435892343521,25412.7997219563,0.0775726487239202,0.581794865429401,0.232717946171761,1.1635897308588,0.581794865429401,36710.5228722095,"1",0.46121367563804,0.232717946171761,0.232717946171761
"8",3000,1,4,12000,1,1,4,1,1,12000,"0",0.2,0,0
"8",39219.1433130205,48.7175239287317,10.5350845046341,95673.2300371304,0.418344354028242,7.13571166805923,5.49359478745609,42.6894563250244,7.27923708719512,1177749.61326525,"1",0.0656826542451201,6.77222018626829,19.8236774597317
"11",47500,7,11,0,0.916666666666667,2.33333333333333,3,7,2.33333333333333,2234821.44,"0",0.020812142920587,2.33333333333333,7
"11",16608.9059040137,0.568257392151281,0.227302956860512,49222.9099140577,0.0378838261434187,0.14206434803782,0.113651478430256,0.454605913721025,0.151535304573675,17185.8008085256,"1",0.482619459372379,0.113651478430256,0.113651478430256
"11",217555.08,43,30,0,0.697674418604651,4.77777777777778,7,38,5.42857142857143,7299798.15,"0",0.0289403827841678,6,30
"11",235507.4,285,41,0,0.14041095890411,35.625,9.8,56,9.33333333333333,10253655.16,"0",0.022452450198274,10,40
"11",15181,90,91,18548411.14,0.7109375,11.25,21.8,88,12.5714285714286,4673040.65,"0",0.00323811481908071,10.6,53
"12",91478.74,58,127,0,0.760479041916168,29,39,58,29,48496330.21,"0",0.00188275087880866,18,18
"8",174443.455901851,42.1172233985271,13,1471863.57184728,0.473232708000496,6.97651710336296,5.85302604180761,37.1884902899619,7.09386789166213,2389029.17144848,"1",0.0543070474202423,6.28582207237681,16.5540160485543
"11",16000,1,1,24400,0.5,1,1,1,1,16000,"0",0.5,0,0
"12",248812,545,88,0,0.166351606805293,68.125,22.2,344,57.3333333333333,59612438.49,"0",0.00415647848922843,29.8,149
"2",686755.57,86,9,6714562.17,0.0967741935483871,17.2,2.25,7,2.33333333333333,134133761.06,"0",0.00509385060350069,2,2
"8",183360,1,1,183360,1,1,1,1,1,183360,"0",0.5,0,0
"8",67091.8593166396,16.8609528557863,6.81782988272607,0,0.824595362193098,2.8502911306319,2.47248091790825,15.0431229730602,2.89357279450633,820663.286959851,"1",0.0893511128740562,3.05272969149519,7.9990321774967
"11",205513,64,27,0,0.385714285714286,12.8,10.3333333333333,57,14.25,10373833.64,"0",0.0194258688171692,13,39
"8",32590,3,4,0,0.666666666666667,1,1,3,1,248178,"0",0.116074481422384,1,1
"8",11824.6887328103,3.4382781679742,2.95062253437936,32322.1424236742,0.817129137401935,1,1.12191390839871,2.95062253437936,1,32322.1424236742,"1",0.33893915378284,0.487655633594841,0.975311267189682
"8",27600,83,15,0,0.161290322580645,13.8333333333333,9.25,33,8.25,1676500,"0",0.0161962326154568,4,4
"11",58971.6247754171,61.2124797478318,18.9234805358574,1510867.33627799,0.311932661095246,8.74463996397597,6.7303119936958,55.651559968479,9.2752599947465,1963491.58031348,"1",0.0297805114653163,7.25897656947685,23.6062398739159
"11",46100,51,12,2252800,0.193548387096774,12.75,4.66666666666667,16,5.33333333333333,1802250,"0",0.0249411637406335,1,1
"11",42275,505,166,0,0.362445414847162,56.1111111111111,47.8,399,57,19057306.54,"0",0.00221339927848493,47.2,236
"2",8735.85556185246,0,0,0,0,0,0,0,0,53097.4308280358,"1",0.213441325602144,0,0
"11",1900,194,110,0,0.650887573964497,27.7142857142857,29.8,185,30.8333333333333,6801851.87,"0",0.000279257685509921,29.2,146
"10",115155,90,40,0,0.43956043956044,10,9.2,68,9.71428571428571,3868482.86,"0",0.0289069950750995,10.2,51
"11",8062.96970676631,1,1,8776.7687920481,1,1,1,1,1,8062.96970676631,"1",0.5,0,0
"2",385766.39,90,4,1511559.78,0.043010752688172,18,2,43,14.3333333333333,1509665,"0",0.203524322766439,0,0
"7",21708,3,6,0,1,1.5,1.4,3,1.5,105367.5,"0",0.170827578880272,1.66666666666667,5
"8",14468.1150882505,2.16768056177534,1,58139.3680986483,0.854039929778082,1.50043452647515,1,1,1,14468.1150882505,"1",0.5,0,0
"11",251000,7,13,0,0.8125,2.33333333333333,2.6,7,2.33333333333333,422500,"0",0.37268002969562,2,6
"11",169000,18,25,0,0.657894736842105,3.6,7,11,3.66666666666667,17411433.38,"0",0.00961295983705721,5,5
"11",87290.5,38,3,201472.1,0.0769230769230769,7.6,1.5,13,4.33333333333333,182331,"0",0.323752000489575,2,2
"11",129000,2,4,519529.5,0.666666666666667,1,2,2,1,310729.5,"0",0.293362169242682,0,0
"11",9210,261,117,0,0.419354838709677,32.625,29.2,222,37,5189346.24,"0",0.00177164573677864,26.25,105
"11",592306,27,11,0,0.333333333333333,4.5,2.4,13,3.25,2965616.9,"0",0.166475220696885,2,2
"11",16414.8470303742,0.698305272962898,1.3966105459258,0,0.698305272962898,0.698305272962898,0.698305272962898,0.698305272962898,0.698305272962898,25492.8155788919,"1",0.397908585824138,0.698305272962898,0.698305272962898
"11",29090.704370809,1.71762392111123,1.28821794083342,0,0.128821794083342,0.572541307037076,0.429405980277807,1.71762392111123,0.572541307037076,193320.592038782,"1",0.407006134389884,0.357838316898172,1.07351495069452
"7",12000,0,0,0,0,0,0,0,0,31000,"0",0.27906976744186,1,1
"8",36000,371,52,0,0.12807881773399,74.2,28.8,98,32.6666666666667,7202900,"0",0.00497313127685146,16,16
"11",2940347.9,49,7,8275874.52,0.134615384615385,8.16666666666667,4,19,4.75,7955534.01,"0",0.269858642401531,3,3
"11",613529,23,11,0,0.333333333333333,3.83333333333333,2.4,10,2.5,2965616.9,"0",0.171417711694849,0,0
"7",12496.7922516167,0.494266236200929,0.494266236200929,10676.1507019401,0.494266236200929,0.494266236200929,0.494266236200929,0.494266236200929,0.494266236200929,12496.7922516167,"1",0.5,0,0
"8",25000,0,0,0,0,0,0,0,0,537300,"0",0.0444602525342344,0,0
"8",157776,2,4,0,1,2,1.5,2,2,322976,"0",0.328185842180584,2,4
"11",57204.5,7,7,0,0.636363636363636,1.4,1.75,6,1.5,484815.5,"0",0.105539463488432,1.5,3
"13",1900,1,2,101496.89,1,1,1,1,1,4140,"0",0.314569536423841,0,0
"8",10000,1,1,0,1,1,1,1,1,20000,"0",0.333333333333333,0,0
"11",14000,11,4,0,0.285714285714286,2.2,1,3,1,56500,"0",0.198581560283688,0,0
"2",128782.945835486,16.097784390673,10.0586706344038,3534167.54645987,0.551784525901894,3.41564550250769,13.0782275125384,7.03911375626922,2.5097784390673,616248.786767645,"1",0.249481760448291,0.754889219533652,0.754889219533652
"11",67230,26,22,2423712.58,0.666666666666667,8.66666666666667,7.66666666666667,26,8.66666666666667,1373277.01,"0",0.0466710675708548,7,14
"11",877222,140,29,0,0.207142857142857,23.3333333333333,18.2,85,21.25,12847788.27,"0",0.0639141233954064,15,30
"11",10032,1,2,340122,1,1,1,1,1,36532,"0",0.215445408470063,1,1
"11",7640,107,117,0,0.565217391304348,17.8333333333333,34.2,80,20,38052091.39,"0",0.000200737097214705,15,15
"11",20000,137,110,0,0.714285714285714,19.5714285714286,29.8,135,22.5,6801851.87,"0",0.00293175524492882,20,100
"11",337417.08,159,76,0,0.367149758454106,22.7142857142857,20.2,70,14,17447616.05,"0",0.0189719680325386,8,32
"13",6600,1,2,106602,1,1,1,1,1,12100,"0",0.352941176470588,1,1
"2",462918.518119026,33.094206941314,5.95695724943653,0,0.106374236597081,5.51570115688567,1.45614510541782,13.2376827765256,3.3094206941314,1362121.21492147,"1",0.335849012066222,0.661884138826281,1.32376827765256
"8",15000,3,21,0,0.954545454545455,3,5.75,2,2,274151.01,"0",0.0518760076266031,2,2
"11",84055,55,24,0,0.369230769230769,6.875,4.8,31,5.16666666666667,2760842.55,"0",0.0295458794289446,4,16
"2",220828.73,27,20,0,0.689655172413793,5.4,4,25,5,3311964.67,"0",0.0625082491379201,4,20
"11",108300,2,7,603270,1,2,3.5,2,2,490070,"0",0.180991694102311,1,1
"11",242296.4,8,65,0,0.942028985507246,4,23.6666666666667,8,4,2079722.34,"0",0.104347305999778,2,2
"2",85000,8,16,1471152,0.842105263157895,4,4.25,8,4,1562980.5,"0",0.051578280204165,2.33333333333333,7
"7",7732.97,82,14,0,0.147368421052632,11.7142857142857,3.5,23,4.6,2638364.47,"0",0.002922405608767,1.5,3
"11",306450.5,204,141,0,0.623893805309734,25.5,38.8,185,30.8333333333333,21313425,"0",0.0141744803294543,34.75,139
"11",743330,16,9,0,0.642857142857143,2.28571428571429,2.8,16,2.28571428571429,7469928.89,"0",0.0905036612087118,2,10
"11",117000,15,1,117000,0.0666666666666667,3.75,1,7,2.33333333333333,117000,"0",0.5,0,0
"7",2850,0,0,0,0,0,0,0,0,2850,"0",0.5,0,0
"11",62928,4,3,2287830,0.75,1,1,4,1,181928,"0",0.257000032672265,1,2
"11",47281.22,17,23,5530984.52,1,5.66666666666667,9.66666666666667,17,5.66666666666667,5040079.29,"0",0.00929386071756884,5,15
"11",1500,47,36,0,0.642857142857143,15.6666666666667,16,47,15.6666666666667,11347369.81,"0",0.000132171751470643,17,34
"3",17096.2323725922,6.44706377526745,13.5388339280616,0,0.588644953393985,2.14902125842248,3.70706167077878,5.15765102021396,1.71921700673799,184172.54126209,"1",0.211091604194125,2.36392338426473,7.0917701527942
"8",28671.0141915828,3.22114577889442,1.20792966708541,57255.8662198484,0.134214407453934,0.644229155778885,0.603964833542705,2.41585933417082,0.805286444723606,69740.6228724867,"1",0.387418835852785,0.402643222361803,0.402643222361803
"11",1200822,98,74,0,0.4625,16.3333333333333,23.6,48,12,10101400.62,"0",0.106246535780942,5.5,11
"8",513405.79814065,0.594074590597302,0.594074590597302,7604.15475964546,0.594074590597302,0.594074590597302,0.594074590597302,0.594074590597302,0.594074590597302,513405.79814065,"1",0.5,0,0
"11",18659.6917663701,1.43859968311153,1.43859968311153,116986.723125046,1,1.04385996831115,1.04385996831115,1.43859968311153,1.04385996831115,36063.3271922357,"1",0.47566605784974,0.146199894370511,0.438599683111534
"11",55200,460,125,0,0.279642058165548,57.5,46.4,331,55.1666666666667,5952962.67,"0",0.00918750091032405,31.8,159
"11",22200,4,10,0,0.714285714285714,1.33333333333333,2.2,3,1.5,337040,"0",0.0617971272686783,0,0
"11",36750,0,0,0,0,0,0,0,0,56550,"0",0.393890675241158,0,0
"11",52100,73,58,0,0.666666666666667,9.125,13.8,67,11.1666666666667,13398758.62,"0",0.00387335868080071,11.25,45
"7",12800,1,2,24000,1,1,1,1,1,24000,"0",0.347826086956522,0,0
"11",16800,7,5,0,0.454545454545455,1.4,1,3,1,2035800,"0",0.00818474130371236,1,1
"13",4134.4,7,8,0,0.8,1.4,1.6,7,1.4,48807.2,"0",0.0780935974734424,1.75,7
"11",14000,0,0,0,0,0,0,0,0,14000,"0",0.5,0,0
"11",48085,138,76,0,0.381909547738693,23,20,80,20,7387516.45,"0",0.00646686086167246,5.33333333333333,16
"11",30960,233,57,0,0.23265306122449,29.125,17.2,113,18.8333333333333,2205958,"0",0.0138404715774114,13.25,53
"11",239032.55,28,10,2891809.07,0.3125,5.6,5,16,5.33333333333333,2664162.42,"0",0.0823343083981714,5,5
"11",55933.01,18,14,0,0.933333333333333,3.6,4.2,16,3.2,3985020.4,"0",0.0138415379552718,4.25,17
"3",30000,2,1,30000,0.5,1,1,2,1,30000,"0",0.5,0,0
"10",43617,4,5,21117313.82,1,2,1.66666666666667,4,2,720883.5,"0",0.0570529384872868,3,6
"2",267657.963180243,2.8966132637579,1,296855.762288592,0.840843642202134,1.51725816284306,1,1.17241938761435,1.17241938761435,267657.963180243,"1",0.5,0,0
"11",51281.9581647171,1.90482496330515,0.952412481652573,50287.3790312558,0.317470827217524,0.952412481652573,0.952412481652573,1.90482496330515,0.952412481652573,51281.9581647171,"1",0.5,0,0
"8",8173.32722088322,1,1,8173.32722088322,1,1,1,1,1,8173.32722088322,"1",0.5,0,0
"11",27000,2,1,27000,0.333333333333333,2,1,0,0,27000,"0",0.5,0,0
"11",136038.65,6,9,1614174.03,0.75,1.5,1.8,4,1.33333333333333,8543989.2,"0",0.0156726052440028,1,3
"8",22000,1,3,0,1,1,1,1,1,56000,"1",0.282051282051282,1,2
"8",16671.9462703448,4.28131039859727,1.65626207971945,538288.735093758,0.531241371628961,1.13125241594389,1,2.31252415943891,1,39772.3714764696,"1",0.340906162492254,0,0
"11",24959.3830823898,1.24514885246754,1.49029770493507,9662.09468841553,1,1,1,1.24514885246754,1,47709.1965913773,"1",0.447725612341481,0.245148852467537,0.490297704935074
"11",15000,3,3,594350,1,1,1,3,1,51000,"0",0.227272727272727,1,2
"11",23150,24,16,0,0.421052631578947,4.8,5.33333333333333,18,4.5,2271969.5,"0",0.0100866207620126,1,1
"3",41750.6536032539,23.3294026330113,33.5360162849538,0,0.644923390095265,11.6647013165057,9.18595228674821,21.1422711361665,10.5711355680833,9993107.25782349,"1",0.138102856560347,6.80440910129497,20.4132273038849
"8",44772.9121986777,54.2895164028741,29.0039882152341,0,0.426529238459325,7.75564520041059,10.114211275056,49.8273643697612,8.30456072829353,2381304.45513772,"1",0.140511486408542,8.0318736596033,40.1593682980165
"13",2300,2,3,0,1,2,2.5,2,2,11320,"0",0.168869309838473,2,2
"10",11898,3,1,16838,0.333333333333333,3,1,3,3,11898,"0",0.5,0,0
"11",356560,22,51,0,0.910714285714286,7.33333333333333,16.6,21,10.5,24164414.02,"0",0.0145410210748227,9,18
