"id_contrato","cd_u_gestora","nu_licitacao","nu_contrato","dt_ano","data_inicio","nu_cpfcnpj","tp_licitacao","vl_total_contrato","n_licitacoes_part","n_licitacoes_venceu","montante_lic_venceu","perc_vitoria","media_n_licitacoes_part","media_n_licitacoes_venceu","n_propostas","media_n_propostas","total_ganho","status_tramita","razao_contrato_por_vl_recebido","media_num_contratos","num_contratos","vig_pred","vig_prob_0","vig_prob_1"
"3fa46ebccd11172f4dc86643af38f611","201050","201012014","201062015",2015,2015-06-05,"22113946000105","1",26214897.97,1,1,100,1,1,1,1,1,26214897.97,0,0.5,0,0,"0",0.664,0.336
"e38d6d184f866fd502252524814dd6b9","201047","000052016","001252016",2017,2016-11-29,"09253484000155","8",1,2,1,1,0.333333333333333,1,1,1,1,1,0,0.5,0,0,"0",0.982,0.018
"4091a77110b6a57260dffc5e1ba3e67c","201048","000062017","000422017",2017,2017-05-15,"24573630000113","8",7200000,5,2,0.02,0.333333333333333,2.5,2,5,2.5,7200000.01,0,0.499999999652778,1,1,"1",0.468,0.532
"a3c2b94f3042de3447aac286b5d2af34","201050","201012014","201072015",2015,2015-06-05,"22114083000182","1",21435868.83,1,1,100,1,1,1,1,1,21435868.83,0,0.5,0,0,"0",0.664,0.336
"00ade716c732ce5182a66ba7ee59ff05","201050","202042016","202042016",2016,2016-06-13,"60746948000112","11",16005000,12,8,19288620,0.470588235294118,2,2.66666666666667,7,1.75,20633655,0,0.436833721106847,2,2,"0",0.656,0.344
"941f40ba9b35fbdf23e10ece0194ddcb","201052","000092016","000422016",2016,2016-12-19,"08983619000175","8",1000,11,13,0,0.8125,5.5,6.33333333333333,11,5.5,6389833.61,0,0.000156474109799269,4.5,9,"0",0.804,0.196
"b2760189cc2a6934c0ae5ce395c61cb6","201061","000022003","000012003",2014,2003-05-30,"73034746000190","1",103020000,2,1,103020000,0.5,2,1,2,2,103020000,0,0.5,0,0,"0",0.768,0.232
"6e72c24645024a432939a544dadf7c07","201061","000022002","000022003",2016,2003-05-30,"16731167000162","1",103020000,2,1,103020000,0.5,1,1,1,1,103020000,0,0.5,0,0,"0",0.894,0.106
"b7126f6e9be67eb0f6aaf59a0552ab7e","201061","000332018","001982018",2018,2018-11-27,"22212640000106","7",639000,1,1,639000,1,1,1,0,0,639000,0,0.5,0,0,"0",0.938,0.062
"075cec404488c2a339415a4e2190ec3d","201073","000052018","011102018",2018,2018-06-08,"26781189000190","2",495549.58,29,1,495549.58,0.0344827586206897,14.5,1,28,14,495549.58,0,0.5,0,0,"0",0.76,0.24
"eee25ccea1199992e2a607e725ed804d","201070","000092017","000612017",2017,2017-08-24,"08983619000175","8",300000,19,13,0,0.684210526315789,9.5,6.33333333333333,19,9.5,6389833.61,0,0.0448441646667502,6.5,13,"0",0.54,0.46
"ae0a1b0747962f65aa06d3877afc393a","201074","000082017","000182017",2017,2017-03-13,"17690649000184","11",110500,21,1,332300,0.0476190476190476,4.2,1,21,4.2,110500,0,0.5,0,0,"0",0.918,0.082
"60f2e85e3b0944f403b882fa9c59a2b0","201094","000062015","000852015",2016,2016-01-18,"00360305000104","7",125000,14,6,4790000,0.352941176470588,2.33333333333333,3,10,2,4690000,0,0.0259605399792316,2,2,"0",0.89,0.11
"5a87ec63073ed03c20506862922fc822","201088","000022016","000052016",2016,2016-02-01,"92098441000196","8",1,1,1,1,0.5,1,1,1,1,1,0,0.5,0,0,"0",0.994,0.006
"3b416559275e91fd861fb0e91f855803","201093","000112016","001082016",2016,2016-12-27,"08983619000175","8",5000,13,13,0,0.8125,6.5,6.33333333333333,13,6.5,6389833.61,0,0.000781881172354694,5.5,11,"0",0.816,0.184
"3c503dcb41e7b577d6c00173d30f63d3","201094","000072016","000782016",2017,2016-11-29,"08983619000175","8",20000,1,13,0,0.928571428571429,1,6.33333333333333,1,1,6389833.61,0,0.00312020579891465,1,1,"0",0.828,0.172
"2e09223cbec63516db2bb66399fa544b","201095","040262017","040202018",2018,2018-01-22,"00084094850449","7",154494.6,2,1,154494.6,0.5,1,1,1,1,154494.6,0,0.5,0,0,"0",0.908,0.092
"54b7195d0030cc830de4695b5531c961","201095","040022018","040212018",2018,2018-01-25,"00085774162400","7",186840,1,1,186840,1,1,1,1,1,186840,0,0.5,0,0,"0",0.884,0.116
"d25df50715f951ce37ddcf5c85373acd","201095","040012018","040222018",2018,2018-01-25,"09140351000172","7",264000,4,1,528000,0.333333333333333,1,2,4,1,528000,0,0.333333333333333,1,1,"0",0.802,0.198
"ee14f56f37a001cbf60631d1b44274b0","201095","040042017","040232017",2017,2017-03-28,"04302609000176","7",1080000,1,1,1080000,1,1,1,1,1,1080000,0,0.5,0,0,"0",0.908,0.092
"f4c5b774b8c245c548be45eabb2f032d","201095","040152018","042392018",2018,2018-11-01,"00000835951472","7",463939.2,1,1,600494.4,1,1,1,0,0,463939.2,0,0.5,0,0,"0",0.952,0.048
"5c97a663232cf4b7038a21c27d9545c7","201095","040092018","040822018",2018,2018-06-01,"00028157184487","7",113400,1,1,113400,1,1,1,1,1,113400,0,0.5,0,0,"0",0.982,0.018
"c172afca3ea64f2360b5d0b5bff8b1d9","201095","040532018","042312018",2018,2018-12-21,"18255981000183","10",2550,5,1,30410.38,0.2,1.66666666666667,1,3,1,2550,0,0.5,0,0,"0",0.984,0.016
"b7ce6427791ae9e8602b947fb67e6dc7","201095","040142018","042422018",2018,2018-10-25,"09140351002469","7",239158.8,2,1,239158.8,0.5,1,1,1,1,239158.8,0,0.5,0,0,"0",0.918,0.082
"5aa7030ddca235c7dd70d4fce6261408","201126","000012016","000252016",2016,2016-03-03,"60746948000112","1",80005,10,8,19288620,0.470588235294118,1.66666666666667,2.66666666666667,5,1.25,20633655,0,0.00386242701676092,1,1,"0",0.774,0.226
"6c80ded50a84655cb15be7db9f54e9ab","201095","070042018","070222018",2018,2018-07-06,"22455563000107","1",3477298.04,33,1,3477298.04,0.0303030303030303,8.25,1,33,8.25,3477298.04,0,0.5,0,0,"0",0.642,0.358
"6f8cf7f65129aa34d63341026704658b","201105","000022014","TP0022014",2014,2014-03-14,"15400637000142","2",174975,7,1,169704.57,0.125,3.5,1,7,3.5,174975,0,0.5,0,0,"0",0.68,0.32
"23b7b1ab36a8c782dc4d42496474a719","201116","000112016","000862016",2016,2016-12-06,"08983619000175","8",5000,8,13,0,0.866666666666667,4,6.33333333333333,8,4,6389833.61,1,0.000781881172354694,2.5,5,"0",0.73,0.27
"c40d13b0c3d78bbf34ff8b36e757aeff","201099","000012018","400002018",2018,2018-03-19,"60746948000112","11",150005,17,8,19288620,0.4,2.125,2.66666666666667,12,2,20633655,0,0.00721744870730179,2,4,"0",0.888,0.112
"2c0e057cf0abf961d8af381e595ff923","201113","000182018","001032018",2018,2018-10-26,"08983619000175","8",185618.95,29,13,0,0.5,9.66666666666667,6.33333333333333,25,8.33333333333333,6389833.61,0,0.0282290759922995,6,18,"1",0.322,0.678
"68aea45e057d60ec9e8416aee36ae00d","201115","000062016","000682016",2016,2016-12-06,"08983619000175","8",1,8,13,0,0.866666666666667,4,6.33333333333333,8,4,6389833.61,0,0.000000156498573286234,2.5,5,"0",0.736,0.264
"4098abc99054ef5538f7d635422de681","201124","000062016","000642016",2016,2016-12-07,"08983619000175","8",100000,9,13,0,0.866666666666667,4.5,6.33333333333333,9,4.5,6389833.61,0,0.0154087155402433,3.5,7,"0",0.806,0.194
"a9ec4e689cf4a705146c97a8b9062ef5","201127","000042016","000732016",2016,2016-12-05,"08983619000175","8",1,6,13,0,0.866666666666667,3,6.33333333333333,6,3,6389833.61,1,0.000000156498573286234,2,4,"0",0.802,0.198
"83a65d058d59303e9b4a55896df2a1a0","201136","000102014","000282014",2014,2014-02-05,"10840479000128","11",61200,20,1,68000,0.0476190476190476,10,1,20,10,61200,0,0.5,0,0,"0",0.94,0.06
"dc1cdcc09e81f9224fb7f3432652d5a0","201178","000022015","000132016",2018,2016-04-04,"00052510018434","1",10050,1,1,485280.35,1,1,1,1,1,10050,0,0.5,0,0,"0",0.916,0.084
"a2453cb0a89b42d84380cedabf374bc6","201138","000062016","000482016",2016,2016-11-29,"08983619000175","8",1,1,13,0,0.928571428571429,1,6.33333333333333,1,1,6389833.61,0,0.000000156498573286234,1,1,"0",0.764,0.236
"e89f402823653cf7e069ca3605e0e60b","201143","000012015","000062016",2016,2016-03-15,"00360305000104","7",450000,15,6,4790000,0.352941176470588,2.5,3,11,2.2,4690000,0,0.0875486381322957,1.5,3,"0",0.842,0.158
"914096160ff0f7fefa6d155da8ef46e5","201157","000042016","001132016",2016,2016-07-01,"00360305000104","7",400000,17,6,4790000,0.352941176470588,2.83333333333333,3,13,2.6,4690000,0,0.0785854616895874,2.5,5,"0",0.848,0.152
"61f94a8c88455144c29af7730905729e","201137","000332014","011392014",2014,2014-09-01,"08134975000386","11",11000,57,1,110000,0.0172413793103448,11.4,1,33,11,11000,0,0.5,0,0,"0",0.964,0.036
"632dd4edd5b1b171b90ee5221d115820","201138","000052018","000592018",2018,2018-07-05,"08983619000175","8",1,21,13,0,0.65,7,6.33333333333333,21,7,6389833.61,0,0.000000156498573286234,5,15,"0",0.774,0.226
"06b3171eed230da09c0f736b9bc3e432","201142","000072016","001582016",2016,2016-12-14,"08983619000175","8",1,11,13,0,0.8125,5.5,6.33333333333333,11,5.5,6389833.61,0,0.000000156498573286234,4,8,"0",0.8,0.2
"38c254b8baa3813dc3d96fdbdfdc421e","201154","000072016","001022016",2016,2016-12-20,"08983619000175","8",1,13,13,0,0.8125,6.5,6.33333333333333,13,6.5,6389833.61,0,0.000000156498573286234,5,10,"0",0.808,0.192
"79bac67e4b93a818c09eea874ce18e1b","201178","000022015","000162016",2018,2016-04-04,"00034251618491","1",13650,1,1,485280.35,1,1,1,1,1,13650,0,0.5,0,0,"0",0.67,0.33
"28e54fdc9c80788734424d2765c315ff","201178","000022015","000172016",2018,2016-04-04,"00090527178187","1",11217.35,1,1,485280.35,1,1,1,1,1,11217.35,0,0.5,0,0,"0",0.884,0.116
"9d418226a1770651d2272742d4427efc","201178","000022015","000182016",2018,2016-04-04,"00007728695452","1",11338,1,1,485280.35,1,1,1,1,1,11338,0,0.5,0,0,"0",0.884,0.116
"c617e06578fd773c445df4b3830d6452","201178","000022015","000432016",2018,2016-04-04,"00006335779447","1",11020,1,1,485280.35,1,1,1,1,1,11020,0,0.5,0,0,"0",0.896,0.104
"a8cb1633b594ad40c16eaafd8d95ff9c","201178","000022015","000442016",2018,2016-04-04,"00080471447404","1",12500,1,1,485280.35,1,1,1,1,1,12500,0,0.5,0,0,"0",0.744,0.256
"bfa0c2bf306cc82869214ad163bd7795","201178","000022015","000452016",2018,2016-04-04,"00010755373391","1",12000,2,1,485280.35,0.5,1,1,1,1,12000,0,0.5,0,0,"0",0.742,0.258
"fd73627db56102fd7f67498f28397c99","201178","000022015","000462016",2018,2016-04-04,"00008178834448","1",11000,1,1,485280.35,1,1,1,1,1,11000,0,0.5,0,0,"0",0.896,0.104
"46530ce855409e79c8fc6e720050f397","201178","000022015","000602016",2018,2016-04-04,"00093045999468","1",10150,1,1,485280.35,1,1,1,1,1,10150,0,0.5,0,0,"0",0.928,0.072
"d130c7e04a0df7d46a685cde2bd6568a","201178","000022015","000612016",2018,2016-04-04,"00003245154488","1",15001,1,1,485280.35,1,1,1,1,1,15001,0,0.5,0,0,"0",0.71,0.29
"8f5a2577cceaefea5e1d8ab32f4cadca","201178","000022015","000662016",2018,2016-04-04,"00000925781444","1",11200,1,1,485280.35,1,1,1,1,1,11200,0,0.5,0,0,"0",0.89,0.11
"d16a2398f4ed3ad232188c5903f8d1eb","201178","000022015","000672016",2018,2016-04-04,"00076473643400","1",10300,1,1,485280.35,1,1,1,1,1,10300,0,0.5,0,0,"0",0.932,0.068
"7ec759460fde1d23ae845d02b6cd5d8f","201178","000022015","000682016",2018,2016-04-04,"00002460736592","1",11293,1,1,485280.35,1,1,1,1,1,11293,0,0.5,0,0,"0",0.884,0.116
"88eb106cf6f6fdd37a3209ba9f6f76d2","201178","000022015","000692016",2018,2016-04-04,"00007395242408","1",11200,1,1,485280.35,1,1,1,1,1,11200,0,0.5,0,0,"0",0.89,0.11
"93cb7abcdcbc1957dc47a5c2c14123d9","201178","000022015","000862016",2018,2016-06-07,"00001133462472","1",11000,1,1,485280.35,1,1,1,1,1,11000,0,0.5,0,0,"0",0.896,0.104
"ea4170439bd07c1993ddbbc5e78c7d29","201178","000022015","000872016",2018,2016-06-07,"00025105531434","1",11000,1,1,485280.35,1,1,1,1,1,11000,0,0.5,0,0,"0",0.896,0.104
"8250e99b5756ab8981bb5749d09c4aca","201178","000012016","001062016",2018,2016-12-22,"00003242409450","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"57a67b60c2b620870911bd0db83a318e","201178","000012016","001072016",2018,2016-12-22,"00018585841400","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"9172b658b339a591aae27b3e754d4e35","201178","000012016","001082016",2018,2016-12-22,"00005639744430","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"a11dd019669d37bc1656ed28f53c74b0","201178","000012016","001142016",2018,2016-12-22,"00004210888427","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"f52d5bfd2444dbf466bbd6bbd5e1241e","201178","000012016","001152016",2018,2016-12-22,"00092938140487","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"af0365865b3225a774d113d2abf41485","201178","000012016","001162016",2018,2016-12-22,"00001026176190","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"1ea73af62225e564593f10e54f92b0bf","201178","000012016","001172016",2018,2016-12-22,"00008197515450","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"813f46356c4aac7162dee5e7053b3a5a","201178","000092018","001222018",2018,2018-06-15,"00005338609460","7",12000,1,1,36000,1,1,1,1,1,12000,0,0.5,0,0,"0",0.946,0.054
"a07ec1246d0add7ad8dd73c0c3085658","201178","000012016","001232016",2018,2016-12-29,"00007647850440","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"911437e719e156e6006ba4696b9ffa06","201178","000012016","001242016",2018,2016-12-29,"00012523619474","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"00504169f1716d38a21350d84beba689","201178","000092018","001242018",2018,2018-06-15,"00072676850482","7",12000,1,1,36000,1,1,1,1,1,12000,0,0.5,0,0,"0",0.946,0.054
"95076d9081618cc7f4fc04a2db795c4f","201178","000012016","001252016",2018,2016-12-29,"00003243241464","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"6532342910511b19138773f278f8b429","201178","000012016","001262016",2018,2016-12-29,"00045250057420","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"9cd8836445c6766b244d0d873616573d","201178","000012017","001322017",2017,2017-08-09,"09083403000116","1",24140,1,1,74200,1,1,1,1,1,24140,0,0.5,0,0,"1",0.446,0.554
"79fb0b4865111f0b1a707015cde46df4","201178","000012017","001332017",2017,2017-08-09,"00092937411487","1",12100,1,1,74200,1,1,1,1,1,12100,0,0.5,0,0,"0",0.59,0.41
"ae14a429c6bbb9890fa113265dcd4fd4","201178","000012017","001342017",2017,2017-08-09,"00010121205460","1",12010,1,1,74200,1,1,1,1,1,12010,0,0.5,0,0,"0",0.598,0.402
"cc8d9a2363c7a6a9b3d003192818bf4e","201178","000012017","001352017",2017,2017-08-09,"00003165737444","1",12350,1,1,74200,1,1,1,1,1,12350,0,0.5,0,0,"0",0.566,0.434
"65772c817e7e75b32a0e9852152626d1","201178","000012015","001362015",2015,2015-10-02,"00003227850494","1",10550,1,1,937952.97,1,1,1,1,1,10550,0,0.5,0,0,"0",0.92,0.08
"55244bbbf9b9e3df3afe9ddc27826ce9","201178","000012015","001372015",2015,2015-10-02,"00006379574409","1",12500,1,1,937952.97,1,1,1,1,1,12500,0,0.5,0,0,"0",0.732,0.268
"5f467c8ccf37839f957fa407cceb3584","201178","000012015","001512015",2015,2015-10-02,"00005255170496","1",11500,1,1,937952.97,1,1,1,1,1,11500,0,0.5,0,0,"0",0.836,0.164
"4d8db7a02ded16b437e66a4637faf10b","201178","000012015","001752015",2015,2015-10-02,"00003242716469","1",10600,1,1,937952.97,1,1,1,1,1,10600,0,0.5,0,0,"0",0.916,0.084
"65a4ffc67dfe2d674e06739c8f655e4f","201178","000022015","100492016",2018,2016-04-04,"00006404486407","1",15010,1,1,485280.35,1,1,1,1,1,15010,0,0.5,0,0,"0",0.71,0.29
"9d35650c8e7620c3836be4b470082a96","201178","000022015","100932016",2018,2016-06-07,"00002839430410","1",10300,3,1,485280.35,0.333333333333333,1,1,3,1,10300,0,0.5,0,0,"0",0.866,0.134
"f8c30017b9c4431d8fff55f12940b601","201178","000012016","101182016",2018,2016-12-29,"00001943925461","7",10000,2,1,230000,0.5,1,1,2,1,10000,0,0.5,0,0,"0",0.976,0.024
"22b1bbb1a9e0074afe677ab60bc3b6a7","201178","000012015","154002015",2015,2015-10-02,"00070084624418","1",13100,1,1,937952.97,1,1,1,1,1,13100,0,0.5,0,0,"0",0.664,0.336
"a48a407021f34b7ff4f33f0b8b58d97c","201178","000022015","000472016",2018,2016-04-04,"00009769496448","1",11000,1,1,485280.35,1,1,1,1,1,11000,0,0.5,0,0,"0",0.896,0.104
"e28f26f4bedb055a7e1f8c4cdc19bb4d","201178","000022015","000482016",2018,2016-04-04,"00003326352441","1",10200,1,1,485280.35,1,1,1,1,1,10200,0,0.5,0,0,"0",0.93,0.07
"1b361f0c15ee7a817165d0328f666659","201178","000022015","000622016",2018,2016-04-04,"00005350143417","1",13001,1,1,485280.35,1,1,1,1,1,13001,0,0.5,0,0,"0",0.678,0.322
"edaec2779bf402ebb640c99a0b82b70b","201178","000022015","000702016",2018,2016-04-04,"00096936177468","1",11200,1,1,485280.35,1,1,1,1,1,11200,0,0.5,0,0,"0",0.89,0.11
"08d198a80cf4e19e61b4dfe2f033cdc2","201178","000022015","000712016",2018,2016-04-04,"00011180999401","1",13200,1,1,485280.35,1,1,1,1,1,13200,0,0.5,0,0,"0",0.672,0.328
"782dbb35b54fe137c97381aa01a00c61","201178","000022015","000922016",2018,2016-06-07,"00005974878477","1",12000,2,1,485280.35,0.5,1,1,2,1,12000,0,0.5,0,0,"0",0.8,0.2
"b596e2dc922d84f422c87d2b6a3f0bcd","201178","000012016","001092016",2018,2016-12-22,"00002147945471","7",10000,2,1,230000,0.333333333333333,2,1,0,0,10000,0,0.5,0,0,"0",0.986,0.014
"0c5829f3d13821d2172cc283960a7c78","201178","000012016","001102016",2018,2016-12-22,"00008031176477","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"2fd1a61a1282071dce2db2068bfd0d98","201178","000012016","001112016",2018,2016-12-22,"00007003976471","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"1015922dfbebdc3863c8ce6feefa2af3","201178","000012016","001122016",2018,2016-12-22,"00004344390458","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"b20a160511e36578cc4367b2ce1b8215","201178","000012016","001132016",2018,2016-12-22,"00076190196420","7",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",1,0
"fd562645eea690b06a1ec1f0cb3f3b1f","201178","000012016","001182016",2018,2016-12-28,"00003758855446","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"14f156396ee4add8c64d40219f55ac9c","201178","000012016","001192016",2018,2016-12-29,"00002806128420","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"4dae68fd7d6760b0460323d4f6f85ceb","201178","000012016","001202016",2018,2016-12-29,"00003241981401","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"4e982da0eb19bbd40d3de6f6b0f61ddd","201178","000012016","001212016",2018,2016-12-29,"00039275353468","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"47c7d09aa50224fb02ea80f0fec3b8be","201178","000012016","001272016",2018,2016-12-29,"00035769831472","7",10000,1,1,230000,1,1,1,1,1,10000,0,0.5,0,0,"0",0.996,0.004
"3af03fd80840181f12d51aaaefd4f7a5","201178","000012016","001282016",2018,2016-12-29,"00092936121434","7",10000,6,1,230000,0.166666666666667,1.2,1,4,1.33333333333333,10000,0,0.5,0,0,"0",0.916,0.084
"3d514d66e518350564d11df36a8c491c","201178","000012015","001562015",2015,2015-10-02,"00009006531405","1",12777.02,1,1,937952.97,1,1,1,1,1,12777.02,0,0.5,0,0,"0",0.674,0.326
"0c93fe3e245bbde1359fe9ef074f478e","201178","000012015","001802015",2015,2015-10-02,"00004697395417","1",12020,1,1,937952.97,1,1,1,1,1,12020,0,0.5,0,0,"0",0.766,0.234
"dfea553abde39462fa7beb95747f436b","201178","000022015","000142016",2018,2016-04-04,"00076472191468","1",10400,1,1,485280.35,1,1,1,1,1,10400,0,0.5,0,0,"0",0.932,0.068
"dec9b244f2fc76f671159c463d38a0d1","201178","000022015","000152016",2018,2016-04-04,"00006229327481","1",13000,1,1,485280.35,1,1,1,1,1,13000,0,0.5,0,0,"0",0.678,0.322
"1eca9556bd52bc12ecf9a282bfef1c81","201196","000102016","000302016",2017,2016-10-10,"10571183000159","8",22750,183,1,22750,0.00546448087431694,22.875,1,112,18.6666666666667,22750,0,0.5,0,0,"0",0.82,0.18
"c875bca3627df973a86a1f4f9968579b","201192","000022017","000082017",2017,2017-02-03,"11663900000135","8",164500,134,1,164500,0.00746268656716418,14.8888888888889,1,108,15.4285714285714,164500,0,0.5,0,0,"0",0.866,0.134
"02e4bdd901403c1ff42e1e2e9573237a","201196","000172015","000172015",2015,2015-09-04,"00009001044492","8",0.01,3,2,0,0.5,3,1,3,3,0.02,0,0.333333333333333,0,0,"0",0.948,0.052
"5a07ddc34fedc12e10a9d1764399c7ac","201196","000242015","000242015",2016,2015-11-12,"00009001044492","8",0.01,5,2,0,0.333333333333333,5,1,5,5,0.02,0,0.333333333333333,1,1,"0",0.914,0.086
"41b384687400f052fbaa72243f267f06","201196","000112016","000312016",2017,2016-12-19,"24573630000113","8",0.01,5,2,0.02,0.333333333333333,2.5,2,5,2.5,7200000.01,0,0.00000000138888888503086,0,0,"0",0.714,0.286
"c8385d86b2d98abbd8a0df32145fc3de","201200","000142018","000972018",2018,2018-10-16,"08983619000175","8",1,28,13,0,0.5,9.33333333333333,6.33333333333333,25,8.33333333333333,6389833.61,0,0.000000156498573286234,5.66666666666667,17,"0",0.794,0.206
"0d86a00cec353ebbd980913054103d68","201197","000022015","000702015",2015,2015-10-02,"00360305000104","7",250000,12,6,4790000,0.375,2.4,3,8,2,4690000,0,0.0506072874493927,0,0,"0",0.926,0.074
"8fd1a87d168cef200599ee3e046bb7b7","301095","000012018","000172018",2018,2018-05-08,"18799897000120","12",630,2,1,630,0.5,1,1,2,1,630,0,0.5,0,0,"0",0.948,0.052
"d7b61f61f59a95401c98048add94e8a9","201217","000052015","000012016",2016,2016-02-04,"60746948000112","2",100005,10,8,19288620,0.470588235294118,1.66666666666667,2.66666666666667,5,1.25,20633655,0,0.00482331628858581,0,0,"0",0.722,0.278
"0d857b90a3ce3944b6d48689633702a7","201217","000122017","000882017",2017,2017-12-20,"28365020000185","8",10000,0,0,0,0,0,0,0,0,10000,0,0.5,0,0,"0",0.774,0.226
"46812d9e50696a31c421b63e815edaf7","201211","000772018","004572018",2018,2018-08-31,"60746948000112","11",1743125,23,8,19288620,0.333333333333333,2.875,2.66666666666667,17,2.83333333333333,20633655,0,0.0778988308416135,2.33333333333333,7,"0",0.748,0.252
